Date,Issue code,Issue name,Quantity Net short position,Quantity No.of listed shares,Amount Net short position,Amount Market cap,Proportion
2023-08-01,383930,DT&CRO,0,"12,694,512",0,"63,599,505,120",0.00
2023-08-01,066670,DTC,0,"18,691,918",0,"126,731,204,040",0.00
2023-08-01,213420,DUK SAN NEOLUX,"440,280","24,831,179","17,875,368,000","1,008,145,867,400",1.77
2023-08-01,073190,DUOBACK,0,"11,968,040",0,"27,765,852,800",0.00
2023-08-01,180400,DXVX,0,"30,219,432",0,"211,838,218,320",0.00
2023-08-01,060380,DY S·TEC,0,"19,700,000",0,"55,554,000,000",0.00
2023-08-01,310870,DYC,0,"20,687,271",0,"40,547,051,160",0.00
2023-08-01,219550,DYD,0,"52,286,445",0,"68,442,956,505",0.00
2023-08-01,104460,DYPNF,0,"10,713,625",0,"254,448,593,750",0.00
2023-08-01,290380,Dae Yu,0,"24,713,612",0,"56,841,307,600",0.00
2023-08-01,140520,DaeChang Steel,0,"21,109,243",0,"59,633,611,475",0.00
2023-08-01,078140,Daebongls,"37,470","11,086,579","488,234,100","144,458,124,370",0.34
2023-08-01,008830,DaedongGear,0,"8,987,520",0,"50,419,987,200",0.00
2023-08-01,020400,DaedongMetal,0,"3,189,166",0,"28,574,927,360",0.00
2023-08-01,003310,Daejoo,"96,832","35,392,350","192,308,352","70,289,207,100",0.27
2023-08-01,017650,DaelimPaper,0,"9,000,000",0,"79,650,000,000",0.00
2023-08-01,004780,Daeryuk,0,"15,903,199",0,"65,839,243,860",0.00
2023-08-01,104040,Daesung Fine Tec,"114,464","31,301,281","164,828,160","45,073,844,640",0.37
2023-08-01,129920,Daesung Hi-Tech,0,"13,715,053",0,"119,046,660,040",0.00
2023-08-01,027830,Daesung PE,"92,884","54,000,000","150,936,500","87,750,000,000",0.17
2023-08-01,005710,Daewonsanup,0,"20,037,600",0,"120,826,728,000",0.00
2023-08-01,006580,DaeyangPaper,0,"26,850,000",0,"87,531,000,000",0.00
2023-08-01,023910,DaihanPharm,0,"6,000,000",0,"158,700,000,000",0.00
2023-08-01,438220,DaishinBalanceNo.13 SPAC,0,"5,640,000",0,"13,761,600,000",0.00
2023-08-01,442310,DaishinBalanceNo.14 SPAC,0,"6,710,000",0,"16,607,250,000",0.00
2023-08-01,154040,Dasan Solueta,0,"17,950,094",0,"40,208,210,560",0.00
2023-08-01,340360,Davolink,0,"42,765,160",0,"35,794,438,920",0.00
2023-08-01,290120,Dayou AP,0,"12,409,328",0,"59,378,634,480",0.00
2023-08-01,187870,Device ENG,0,"7,036,609",0,"103,438,152,300",0.00
2023-08-01,194480,Devsisters,"19,834","11,879,660","746,750,100","447,269,199,000",0.17
2023-08-01,206560,Dexter studios,"25,752","25,411,736","237,433,440","234,296,205,920",0.10
2023-08-01,113810,Dgenx,0,"32,628,051",0,"37,326,490,344",0.00
2023-08-01,217620,Didim E&F,0,"53,186,005",0,"51,005,378,795",0.00
2023-08-01,197140,DigiCAP,0,"9,580,854",0,"47,521,035,840",0.00
2023-08-01,068930,Digital DS,0,"28,150,741",0,"166,089,371,900",0.00
2023-08-01,006620,DongKoo Bio & Pharma,"36,202","28,464,992","199,111,000","156,557,456,000",0.13
2023-08-01,086450,DongKook Pharm,"482,252","44,460,000","6,621,319,960","610,435,800,000",1.08
2023-08-01,023790,DongilSteel,0,"15,984,446",0,"31,137,700,808",0.00
2023-08-01,032960,DongilTech,0,"3,806,489",0,"46,363,036,020",0.00
2023-08-01,100130,Dongkuk S&C,"52,385","57,143,000","184,395,200","201,143,360,000",0.09
2023-08-01,025950,DongshinE&C,0,"8,400,000",0,"86,688,000,000",0.00
2023-08-01,013120,Dongwon,0,"90,808,100",0,"301,482,892,000",0.00
2023-08-01,030350,Dragonfly,0,"69,388,973",0,"38,649,657,961",0.00
2023-08-01,203650,Dream Security,0,"50,605,754",0,"159,408,125,100",0.00
2023-08-01,223250,DreamCIS,0,"5,927,320",0,"76,166,062,000",0.00
2023-08-01,060570,Dreamus,"104,661","56,859,847","361,080,450","196,166,472,150",0.18
2023-08-01,187220,Dt&C,0,"11,698,021",0,"52,758,074,710",0.00
2023-08-01,090410,Duckshin Housing,"95,105","46,084,095","216,363,875","104,841,316,125",0.21
2023-08-01,317330,Duksan Techopia,0,"18,377,428",0,"295,692,816,520",0.00
2023-08-01,066980,E& Corporation,"97,846","50,035,429","354,691,750","181,378,430,125",0.20
2023-08-01,096040,E-TRON,"1,362,345","906,131,295","369,195,495","245,561,580,945",0.15
2023-08-01,024810,E.T.I,0,"201,999,488",0,"181,597,539,712",0.00
2023-08-01,039020,EAGON HOLDINGS,0,"22,584,709",0,"67,641,203,455",0.00
2023-08-01,353810,EASYBIO,"64,654","34,191,720","232,431,130","122,919,233,400",0.19
2023-08-01,230360,ECHO,"75,441","32,368,029","792,130,500","339,864,304,500",0.23
2023-08-01,128540,ECOCAB,0,"26,690,460",0,"107,028,744,600",0.00
2023-08-01,038110,ECOPLASTIC,"26,549","34,169,370","160,621,450","206,724,688,500",0.08
2023-08-01,086520,ECOPRO,"705,085","26,627,668","851,742,680,000","32,166,222,944,000",2.65
2023-08-01,383310,ECOPRO HN,"411,624","15,304,932","34,988,040,000","1,300,919,220,000",2.69
2023-08-01,247540,ECOPROBM,"2,105,522","97,801,344","860,105,737,000","39,951,849,024,000",2.15
2023-08-01,067010,ECS,0,"12,294,000",0,"41,246,370,000",0.00
2023-08-01,245620,EDGC,0,"86,013,523",0,"143,900,623,979",0.00
2023-08-01,037370,EG,"15,951","8,624,972","271,167,000","146,624,524,000",0.18
2023-08-01,377330,EGT,0,"8,099,454",0,"82,290,452,640",0.00
2023-08-01,037950,ELCOMTEC,0,"84,447,519",0,"111,386,277,561",0.00
2023-08-01,063760,ELP,0,"9,325,130",0,"34,969,237,500",0.00
2023-08-01,065440,ELUON,0,"27,275,020",0,"56,868,416,700",0.00
2023-08-01,091120,EM-Tech,"353,337","17,132,936","13,126,469,550","636,488,572,400",2.06
2023-08-01,095190,EMKOREA,0,"42,581,037",0,"118,801,093,230",0.00
2023-08-01,123570,EMNET,0,"22,276,078",0,"78,411,794,560",0.00
2023-08-01,058970,EMRO,0,"11,212,120",0,"968,727,168,000",0.00
2023-08-01,083470,EMnI,0,"21,340,329",0,"45,881,707,350",0.00
2023-08-01,352940,ENBIO,0,"10,867,730",0,"55,099,391,100",0.00
2023-08-01,019990,ENERTORK,0,"9,756,088",0,"71,024,320,640",0.00
2023-08-01,102710,ENF,"94,143","14,287,836","2,221,774,800","337,192,929,600",0.66
2023-08-01,419080,ENJET,0,"10,517,817",0,"224,029,502,100",0.00
2023-08-01,317870,ENVIONEER,0,"8,307,669",0,"146,214,974,400",0.00
2023-08-01,183490,ENZYCHEM LSC,0,"85,065,562",0,"132,702,276,720",0.00
2023-08-01,039030,EO Technics,"685,483","12,319,550","108,786,152,100","1,955,112,585,000",5.56
2023-08-01,294090,EOFlow,"167,128","30,416,687","4,646,158,400","845,583,898,600",0.55
2023-08-01,160600,EQUIPMENTS CELL,0,"34,482,552",0,"106,895,911,200",0.00
2023-08-01,050120,ES CUBE,"60,360","13,564,086","214,881,600","48,288,146,160",0.44
2023-08-01,041910,ESTECHPHARMA,"16,960","11,898,263","113,292,800","79,480,396,840",0.14
2023-08-01,069510,ESTec,0,"10,910,000",0,"88,916,500,000",0.00
2023-08-01,047560,ESTsoft,"13,652","11,384,032","237,135,240","197,740,635,840",0.12
2023-08-01,023410,EUGENE,"504,148","77,310,863","1,711,582,460","262,470,379,885",0.65
2023-08-01,131400,EV.A.M.,0,"59,194,179",0,"320,832,450,180",0.00
2023-08-01,088290,EWON COMFORT,0,"24,284,739",0,"100,174,548,375",0.00
2023-08-01,054940,EXA E&C,0,"33,173,548",0,"35,860,605,388",0.00
2023-08-01,092870,EXICON,0,"10,848,797",0,"165,118,690,340",0.00
2023-08-01,031310,EYESVISION,0,"17,481,926",0,"46,764,152,050",0.00
2023-08-01,044960,Eagle Vet. Tech,0,"12,641,883",0,"67,381,236,390",0.00
2023-08-01,263540,Earth & Aerospace,0,"10,494,091",0,"62,439,841,450",0.00
2023-08-01,900110,East Asia Holdings,0,"291,932,050",0,"39,410,826,750",0.00
2023-08-01,035810,EasyHoldings,"124,874","65,145,845","360,885,860","188,271,492,050",0.19
2023-08-01,101360,Eco&Dream,0,"11,415,283",0,"413,233,244,600",0.00
2023-08-01,038870,EcoBio Holdings,0,"12,886,551",0,"67,138,930,710",0.00
2023-08-01,001840,Eehwa,"153,541","19,805,760","650,246,135","83,877,393,600",0.78
2023-08-01,264850,Elensys,0,"29,750,412",0,"72,442,253,220",0.00
2023-08-01,054210,Elentec,"42,931","25,291,210","603,180,550","355,341,500,500",0.17
2023-08-01,169330,Embrain,0,"18,251,918",0,"55,394,571,130",0.00
2023-08-01,208860,EnGIS Technologies,0,"11,443,863",0,"25,233,717,915",0.00
2023-08-01,348370,Enchem,"654,590","16,198,146","46,999,562,000","1,163,026,882,800",4.04
2023-08-01,950140,Englewood Lab,0,"19,867,866",0,"187,353,976,380",0.00
2023-08-01,058450,Enterpartners,0,"52,152,746",0,"38,488,726,548",0.00
2023-08-01,043340,Essen Tech,0,"72,000,000",0,"52,200,000,000",0.00
2023-08-01,206650,EuBio,"434,249","36,444,807","3,057,112,960","256,571,441,280",1.19
2023-08-01,373340,Eugene SPAC 6,0,"3,020,000",0,"7,610,400,000",0.00
2023-08-01,442130,Eugene SPAC IX,0,"3,460,000",0,"7,560,100,000",0.00
2023-08-01,388800,Eugene SPAC VII,0,"5,010,000",0,"11,848,650,000",0.00
2023-08-01,413630,Eugene SPAC VIII,0,"5,920,000",0,"12,580,000,000",0.00
2023-08-01,084370,Eugenetech,"213,680","22,916,042","7,692,480,000","824,977,512,000",0.93
2023-08-01,263050,Eutilex,0,"36,762,855",0,"137,493,077,700",0.00
2023-08-01,270660,Everybot,0,"12,191,342",0,"171,166,441,680",0.00
2023-08-01,043090,Exergy21,0,"58,398,013",0,"40,937,007,113",0.00
2023-08-01,185490,Eyegene,"30,029","21,478,340","107,053,385","76,570,282,100",0.14
2023-08-01,150900,FASOO,0,"11,654,922",0,"87,295,365,780",0.00
2023-08-01,368770,FIBERPRO,0,"32,854,225",0,"144,230,047,750",0.00
2023-08-01,049120,FINE DNC,0,"30,121,693",0,"38,555,767,040",0.00
2023-08-01,036810,FINE SEMITECH,"253,231","21,756,789","7,077,806,450","608,102,252,550",1.16
2023-08-01,038950,FINEDIGITAL,0,"10,210,765",0,"49,420,102,600",0.00
2023-08-01,106240,FINETECHNIX,0,"15,923,057",0,"34,553,033,690",0.00
2023-08-01,131760,FINETEK,0,"42,666,974",0,"46,763,003,504",0.00
2023-08-01,163730,FINGER,0,"9,341,271",0,"94,346,837,100",0.00
2023-08-01,300080,FLITTO,0,"5,231,946",0,"189,396,445,200",0.00
2023-08-01,173940,FNC Ent.,0,"15,380,759",0,"102,743,470,120",0.00
2023-08-01,083500,FNS TECH,0,"8,490,722",0,"79,473,157,920",0.00
2023-08-01,331380,FOCUS HNS,0,"19,048,582",0,"47,145,240,450",0.00
2023-08-01,290720,FOODNAMOO,0,"13,403,058",0,"111,245,381,400",0.00
2023-08-01,005670,FOODWELL,0,"10,000,000",0,"50,700,000,000",0.00
2023-08-01,189690,FORCS,0,"27,321,969",0,"65,845,945,290",0.00
2023-08-01,119500,FORMETAL,0,"11,847,232",0,"39,214,337,920",0.00
2023-08-01,073540,FRTEK,0,"11,400,000",0,"29,241,000,000",0.00
2023-08-01,214270,FSN,0,"33,250,463",0,"101,580,164,465",0.00
2023-08-01,032800,Fantagio,0,"117,785,294",0,"38,751,361,726",0.00
2023-08-01,027710,FarmStory,0,"111,416,600",0,"219,936,368,400",0.00
2023-08-01,225590,Fashion Platform,0,"26,636,713",0,"38,303,593,294",0.00
2023-08-01,032580,Fidelix,0,"33,132,064",0,"50,592,661,728",0.00
2023-08-01,441270,Fine M-Tec,"13,290","36,054,195","115,224,300","312,589,870,650",0.04
2023-08-01,127980,Finecircuit,0,"11,366,232",0,"139,918,315,920",0.00
2023-08-01,417180,Finger Story,0,"13,342,378",0,"54,570,326,020",0.00
2023-08-01,041590,Flask,0,"131,040,183",0,"130,909,142,817",0.00
2023-08-01,064850,FnGuide,0,"12,080,000",0,"96,640,000,000",0.00
2023-08-01,053160,Freems,0,"6,000,000",0,"64,800,000,000",0.00
2023-08-01,377220,From Bio,0,"14,155,000",0,"98,801,900,000",0.00
2023-08-01,370090,Furonteer,0,"8,181,830",0,"296,591,337,500",0.00
2023-08-01,220100,Futurechem,0,"22,102,155",0,"239,808,381,750",0.00
2023-08-01,382480,G.I.Tech,0,"39,357,140",0,"194,621,057,300",0.00
2023-08-01,053270,G.Y.TECH,0,"26,758,328",0,"82,950,816,800",0.00
2023-08-01,388050,G2Power,0,"18,217,551",0,"194,381,269,170",0.00
2023-08-01,079940,GABIA,"15,279","13,535,684","188,695,650","167,165,697,400",0.11
2023-08-01,051160,GAEASOFT,0,"15,474,430",0,"129,985,212,000",0.00
2023-08-01,036620,GAMSUNG Corp.,"40,419","90,393,576","163,899,045","366,545,950,680",0.04
2023-08-01,399720,GAONCHIPS,0,"11,488,320",0,"580,160,160,000",0.00
2023-08-01,144510,GC CELL,"381,247","15,800,344","14,487,386,000","600,413,072,000",2.41
2023-08-01,142280,GCMS,0,"21,117,283",0,"91,015,489,730",0.00
2023-08-01,234690,GCWB,0,"17,752,276",0,"126,396,205,120",0.00
2023-08-01,109820,GENEMATRIX,0,"20,393,640",0,"72,805,294,800",0.00
2023-08-01,263860,GENIANS,0,"9,444,600",0,"124,668,720,000",0.00
2023-08-01,389030,GENINUS,0,"32,974,845",0,"187,956,616,500",0.00
2023-08-01,225220,GENOLUTION,0,"19,190,021",0,"84,436,092,400",0.00
2023-08-01,122310,GENORAY,0,"14,553,844",0,"100,858,138,920",0.00
2023-08-01,036190,GEUMHWA PSC,0,"6,000,000",0,"180,000,000,000",0.00
2023-08-01,407400,GGUMBI,0,"12,175,591",0,"107,753,980,350",0.00
2023-08-01,130500,GH Advanced Materials,0,"14,545,052",0,"46,180,540,100",0.00
2023-08-01,358570,GI Innovation,0,"22,048,600",0,"513,732,380,000",0.00
2023-08-01,289220,GIANTSTEP,0,"22,121,745",0,"309,040,777,650",0.00
2023-08-01,049080,GIGALANE,"144,647","84,883,347","215,524,030","126,476,187,030",0.17
2023-08-01,019660,GLOBON,0,"34,790,746",0,"53,647,330,332",0.00
2023-08-01,204840,GLPT,0,"62,354,061",0,"48,324,397,275",0.00
2023-08-01,119850,GNCENERGY,0,"16,448,909",0,"68,262,972,350",0.00
2023-08-01,065060,GNCO,"389,439","98,008,044","181,478,574","45,671,748,504",0.40
2023-08-01,311320,GO Element,0,"12,614,560",0,"170,296,560,000",0.00
2023-08-01,215000,GOLFZON,"148,836","6,275,415","14,734,764,000","621,266,085,000",2.37
2023-08-01,121440,GOLFZON NEWDIN HOLDINGS,0,"42,836,818",0,"189,124,551,470",0.00
2023-08-01,033340,GOODPEOPLE,0,"96,950,558",0,"204,565,677,380",0.00
2023-08-01,114450,GREEN LIFESCIENCE,0,"15,000,000",0,"48,450,000,000",0.00
2023-08-01,204020,GRITEE,0,"20,147,430",0,"67,493,890,500",0.00
2023-08-01,900290,GRT,0,"67,375,000",0,"227,390,625,000",0.00
2023-08-01,053050,GSE,0,"29,987,597",0,"90,862,418,910",0.00
2023-08-01,900070,GSMT,0,"53,743,968",0,"36,922,106,016",0.00
2023-08-01,083450,GST,"16,253","9,317,745","461,585,200","264,623,958,000",0.17
2023-08-01,219750,GTG Wellness,0,"9,555,815",0,"27,234,072,750",0.00
2023-08-01,036180,GWV,0,"55,703,647",0,"49,297,727,595",0.00
2023-08-01,094480,GalaxiaMoneytree,"31,891","39,229,838","169,022,300","207,918,141,400",0.08
2023-08-01,082270,GemVax,"1,041,262","39,994,174","13,380,216,700","513,925,135,900",2.60
2023-08-01,064800,Gemvaxlink,"102,044","83,747,117","109,493,212","89,860,656,541",0.12
2023-08-01,072520,GenNBio,0,"57,163,194",0,"35,498,343,474",0.00
2023-08-01,229000,Gencurix,0,"13,256,147",0,"55,543,255,930",0.00
2023-08-01,086060,GeneBioTech,0,"8,610,587",0,"36,810,259,425",0.00
2023-08-01,217190,Genesem,0,"8,769,174",0,"130,309,925,640",0.00
2023-08-01,363250,Genesystem,0,"6,961,390",0,"169,161,777,000",0.00
2023-08-01,095700,Genexine,"437,466","41,510,594","4,339,662,720","411,785,092,480",1.05
2023-08-01,123330,Genic,0,"7,000,000",0,"28,875,000,000",0.00
2023-08-01,043610,Genie Music,0,"58,115,438",0,"215,027,120,600",0.00
2023-08-01,187420,GenoFocus,"28,677","22,525,010","113,130,765","88,861,164,450",0.13
2023-08-01,361390,Genohco,0,"7,500,789",0,"130,513,728,600",0.00
2023-08-01,314130,Genome&Company,0,"14,102,521",0,"200,114,772,990",0.00
2023-08-01,228760,Genomictree,0,"23,035,832",0,"361,662,562,400",0.00
2023-08-01,270520,Geolit Energy,0,"41,762,506",0,"382,126,929,900",0.00
2023-08-01,420770,GigaVis,0,"12,675,758",0,"1,278,983,982,200",0.00
2023-08-01,204620,Global Tax Free,0,"54,877,520",0,"201,400,498,400",0.00
2023-08-01,382800,GnBS eco,0,"7,502,003",0,"174,421,569,750",0.00
2023-08-01,035290,Gold&S,0,"46,450,564",0,"60,153,480,380",0.00
2023-08-01,900280,Golden Century,0,"205,404,288",0,"40,670,049,024",0.00
2023-08-01,035080,Gradiant,"43,489","15,527,584","651,900,110","232,758,484,160",0.28
2023-08-01,227100,H&B Design,0,"12,686,562",0,"45,608,190,390",0.00
2023-08-01,357230,H.PIO,0,"20,711,686",0,"181,434,369,360",0.00
2023-08-01,066130,HAATZ,"49,015","12,800,000","245,565,150","64,128,000,000",0.38
2023-08-01,299030,HANA TECHNOLOGY,0,"7,898,241",0,"902,768,946,300",0.00
2023-08-01,400560,HANA20SPAC,0,"3,050,000",0,"8,448,500,000",0.00
2023-08-01,406760,HANA21SPAC,0,"7,410,000",0,"16,042,650,000",0.00
2023-08-01,418170,HANA22SPAC,0,"6,010,000",0,"12,861,400,000",0.00
2023-08-01,430230,HANA24SPAC,0,"8,004,000",0,"17,288,640,000",0.00
2023-08-01,030520,HANCOM,"136,825","25,609,234","1,886,816,750","353,151,336,860",0.53
2023-08-01,220180,HANDYSOFT,0,"19,408,000",0,"67,345,760,000",0.00
2023-08-01,123840,HANIL VACUUM,0,"101,396,624",0,"39,950,269,856",0.00
2023-08-01,007770,HANILCHEMIC,0,"3,510,000",0,"78,624,000,000",0.00
2023-08-01,198940,HANJOO LIGHT METAL,0,"19,435,815",0,"90,473,718,825",0.00
2023-08-01,053590,HANKOOK Technology,0,"157,140,147",0,"52,484,809,098",0.00
2023-08-01,092460,HANLA IMS,"19,324","17,109,680","129,084,320","114,292,662,400",0.11
2023-08-01,052600,HANNET,0,"11,563,700",0,"54,985,393,500",0.00
2023-08-01,042520,HANS BIOMED,0,"12,116,064",0,"281,698,488,000",0.00
2023-08-01,226440,HANSONGNEOTECH,0,"59,096,776",0,"90,418,067,280",0.00
2023-08-01,386580,HANWHAPLUSNO2SPAC,0,"4,160,000",0,"9,172,800,000",0.00
2023-08-01,430460,HANWHAPLUSNO3SPAC,0,"5,920,000",0,"12,432,000,000",0.00
2023-08-01,078350,HANYANG DIGI,"14,349","15,244,382","202,751,370","215,403,117,660",0.09
2023-08-01,045100,HANYANG ENG,"23,183","18,000,000","391,792,700","304,200,000,000",0.13
2023-08-01,136480,HARIM,0,"106,209,702",0,"297,387,165,600",0.00
2023-08-01,297890,HB SOLUTION,0,"16,332,739",0,"94,239,904,030",0.00
2023-08-01,078150,HB Technology,"167,193","85,853,171","444,733,380","228,369,434,860",0.19
2023-08-01,047080,HBS,0,"24,822,362",0,"56,222,649,930",0.00
2023-08-01,072990,HCT,0,"7,170,561",0,"57,436,193,610",0.00
2023-08-01,048410,HDBIO,"1,851,382","39,804,508","44,896,013,500","965,259,319,000",4.65
2023-08-01,256150,HDCTECH,0,"8,395,000",0,"68,755,050,000",0.00
2023-08-01,170030,HDI21,0,"15,340,000",0,"124,407,400,000",0.00
2023-08-01,037440,HEERIM,0,"13,922,475",0,"101,216,393,250",0.00
2023-08-01,900270,HENG SHENG GROUP,0,"85,682,000",0,"21,677,546,000",0.00
2023-08-01,010240,HEUNGKUK,0,"12,322,696",0,"80,097,524,000",0.00
2023-08-01,230240,HFR,"270,519","13,489,026","5,559,165,450","277,199,484,300",2.01
2023-08-01,377400,HI-6 SPAC,0,"5,407,500",0,"12,275,025,000",0.00
2023-08-01,400840,HI-7 SPAC,0,"5,120,000",0,"10,726,400,000",0.00
2023-08-01,450050,HI-8 SPAC,0,"5,014,000",0,"10,554,470,000",0.00
2023-08-01,238490,HIMS,0,"11,312,236",0,"74,887,002,320",0.00
2023-08-01,221840,HIZEAERO,0,"18,700,561",0,"55,634,168,975",0.00
2023-08-01,044780,HK,0,"18,505,787",0,"35,679,157,336",0.00
2023-08-01,195940,HK inno.N,"469,921","28,329,891","15,460,400,900","932,053,413,900",1.66
2023-08-01,023760,HKCapital,0,"315,609,576",0,"189,365,745,600",0.00
2023-08-01,037230,HKPAK,0,"29,800,327",0,"69,285,760,275",0.00
2023-08-01,028300,HLB,"6,484,413","122,799,922","217,552,056,150","4,119,937,383,100",5.28
2023-08-01,115450,HLB Therapeutics,"295,582","73,307,196","1,290,215,430","319,985,910,540",0.40
2023-08-01,024850,HLB innoVation,"76,513","66,507,231","271,238,585","235,768,133,895",0.12
2023-08-01,067630,HLBLS,"5,096,997","101,799,147","46,892,372,400","936,552,152,400",5.01
2023-08-01,047920,HLBPHARMA,"51,897","29,604,102","677,255,850","386,333,531,100",0.18
2023-08-01,278650,HLBbioStep,0,"78,600,340",0,"264,883,145,800",0.00
2023-08-01,239610,HLSCIENCE,0,"5,392,115",0,"81,043,488,450",0.00
2023-08-01,353060,HMCIB No.5 SPAC,0,"5,115,000",0,"10,690,350,000",0.00
2023-08-01,101680,HNK,0,"8,404,000",0,"32,103,280,000",0.00
2023-08-01,403870,HPSP,"637,919","81,159,000","24,209,026,050","3,079,984,050,000",0.79
2023-08-01,036640,HRS,0,"16,354,800",0,"85,862,700,000",0.00
2023-08-01,039610,HS VALVE,0,"10,410,400",0,"59,026,968,000",0.00
2023-08-01,106190,HTP,0,"7,088,782",0,"90,523,746,140",0.00
2023-08-01,205470,HUMASIS,"9,365,682","129,375,009","23,742,003,870","327,965,647,815",7.24
2023-08-01,115160,HUMAX,0,"43,970,124",0,"153,895,434,000",0.00
2023-08-01,028080,HUMAX Holdings,0,"12,577,506",0,"81,124,913,700",0.00
2023-08-01,290270,HUNESION,0,"9,607,672",0,"41,409,066,320",0.00
2023-08-01,061250,HWAIL PHARM,0,"66,532,826",0,"133,398,316,130",0.00
2023-08-01,126640,HWASHIN PRECISION,0,"36,373,887",0,"63,581,554,476",0.00
2023-08-01,013030,HY-LOKCO,0,"12,856,050",0,"365,111,820,000",0.00
2023-08-01,097870,HYOSUNG ONB,0,"8,490,000",0,"68,769,000,000",0.00
2023-08-01,106080,HYSONIC,0,"14,778,536",0,"144,829,652,800",0.00
2023-08-01,148930,HYTC,0,"10,100,213",0,"92,618,953,210",0.00
2023-08-01,052260,HYUNDAI BIOLAND,"18,698","15,000,000","196,142,020","157,350,000,000",0.12
2023-08-01,041440,HYUNDAI EVERDIGM,0,"17,915,944",0,"126,665,724,080",0.00
2023-08-01,090850,HYUNDAI EZWEL,"59,707","23,746,361","414,366,580","164,799,745,340",0.25
2023-08-01,039010,HYUNDAI HT,"15,013","8,625,000","105,541,390","60,633,750,000",0.17
2023-08-01,319400,HYUNDAI MOVEX,0,"117,343,209",0,"464,092,391,595",0.00
2023-08-01,011080,HYUNGJI I&C,0,"25,503,363",0,"25,758,396,630",0.00
2023-08-01,092300,HYUNWOO,0,"18,672,816",0,"93,737,536,320",0.00
2023-08-01,373200,HaAINC KOREA,0,"18,927,000",0,"91,606,680,000",0.00
2023-08-01,034810,HaeSung,0,"32,556,857",0,"281,942,381,620",0.00
2023-08-01,03481K,HaeSung(1P),0,"1,388,922",0,"13,250,315,880",0.00
2023-08-01,076610,Haesung Optics,0,"127,265,994",0,"52,688,121,516",0.00
2023-08-01,059270,Haisung TPC,0,"10,020,848",0,"67,540,515,520",0.00
2023-08-01,025550,HanSun,0,"23,909,198",0,"91,452,682,350",0.00
2023-08-01,446750,Hana 26 SPAC,0,"6,030,000",0,"12,904,200,000",0.00
2023-08-01,448370,Hana 27 SPAC,0,"5,620,000",0,"12,083,000,000",0.00
2023-08-01,454640,Hana 29 SPAC,0,"5,401,000",0,"11,342,100,000",0.00
2023-08-01,166090,Hana Materials,"395,387","19,752,674","18,958,806,650","947,140,718,300",2.00
2023-08-01,067310,Hana Micron,"1,666,705","47,921,854","36,334,169,000","1,044,696,417,200",3.48
2023-08-01,372290,Hana Must Seven SPAC,0,"4,304,000",0,"10,351,120,000",0.00
2023-08-01,427950,Hana23SPAC,0,"4,830,000",0,"11,398,800,000",0.00
2023-08-01,435620,Hana25SPAC,0,"4,302,000",0,"41,987,520,000",0.00
2023-08-01,079170,Hanchang,0,"5,200,000",0,"56,732,000,000",0.00
2023-08-01,054920,Hancom WITH,0,"28,217,081",0,"98,618,698,095",0.00
2023-08-01,005860,HanilFeed,"41,834","39,403,685","241,800,520","227,753,299,300",0.11
